company,fiscal_quarter,quarter_end_date,revenue_inr_cr,revenue_usd_mn,headcount,source_doc,source_url,rev_per_employee_inr_lakh,revenue_qoq_pct,headcount_qoq_pct,rev_per_emp_qoq_pct,fiscal_year
Wipro,Q3 FY23,2022-12-31,23230,2803.5,258744,Wipro Q3 FY23 Press Release,https://www.wipro.com/newsroom/press-releases/2023/wipro-reports-results-for-the-quarter-ended-december-31-2022/,8.977985962959528,3.0612244897959107,-0.16783767203361055,3.2344908559843732,FY23
Wipro,Q4 FY23,2023-03-31,23190,2823.0,256921,Wipro Q4 FY23 Press Release,https://www.wipro.com/newsroom/press-releases/2023/wipro-reports-results-for-the-quarter-ended-march-31-2023/,9.026120869839367,-0.17219113215669601,-0.7045574003648358,0.536143708382153,FY23
Wipro,Q1 FY24,2023-06-30,22830,2778.5,249758,Wipro Q1 FY24 Press Release,https://www.wipro.com/newsroom/press-releases/2023/wipro-reports-results-for-the-quarter-ended-june-30-2023/,9.140848341194276,-1.5523932729624823,-2.7880165498343823,1.2710606583861361,FY24
Wipro,Q2 FY24,2023-09-30,22520,2713.3,244707,Wipro Q2 FY24 Press Release,https://www.wipro.com/newsroom/press-releases/2023/wipro-reports-results-for-the-quarter-ended-september-30-2023/,9.202842583170893,-1.3578624616732315,-2.0223576421976475,0.6782110331842173,FY24
Wipro,Q3 FY24,2023-12-31,22210,2656.1,240234,Wipro Q3 FY24 Press Release,https://www.wipro.com/newsroom/press-releases/2024/wipro-reports-results-for-the-quarter-ended-december-31-2023/,9.245152642839898,-1.3765541740674903,-1.8279003052630305,0.4597499010400963,FY24
Wipro,Q4 FY24,2024-03-31,22210,2657.4,234054,Wipro Q4 FY24 Press Release,https://www.wipro.com/newsroom/press-releases/2024/wipro-reports-results-for-the-quarter-ended-march-31-2024/,9.489263161492646,0.0,-2.5724918204750313,2.640416314183902,FY24
Wipro,Q1 FY25,2024-06-30,21960,2625.9,234391,Wipro Q1 FY25 Press Release,https://www.wipro.com/newsroom/press-releases/2024/wipro-reports-results-for-the-quarter-ended-june-30-2024/,9.36896041230252,-1.1256190904997743,0.14398386697087595,-1.2677775623118226,FY25
Wipro,Q2 FY25,2024-09-30,22300,2660.1,233889,Wipro Q2 FY25 Press Release,https://www.wipro.com/newsroom/press-releases/2024/wipro-reports-results-for-the-quarter-ended-september-30-2024/,9.53443727580177,1.5482695810564717,-0.21417204585499894,1.7662243858129534,FY25
Wipro,Q3 FY25,2024-12-31,22320,2629.1,232732,Wipro Q3 FY25 Press Release,https://www.wipro.com/newsroom/press-releases/2025/wipro-reports-results-for-the-quarter-ended-december-31-2024/,9.590430194386677,0.08968609865471766,-0.49467909991491865,0.5872703020136871,FY25
Wipro,Q4 FY25,2025-03-31,22500,2596.5,233346,Wipro Q4 FY25 Press Release,https://www.wipro.com/newsroom/press-releases/2025/wipro-reports-results-for-the-quarter-ended-march-31-2025/,9.642333701884755,0.8064516129032251,0.2638227661000636,0.5412010352617846,FY25
